"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка формы валидации данных о пользователе для кредита под залог","15790","checkZalogKredit(String, String, String, String, Integer, Integer, Integer) [24] а а а, aaasdasru, 1231231233, 12.12.1999, 1, 1, 20","","Tue Jan 07 17:54:27 GMT 2025","passed","Tue Jan 07 17:54:43 GMT 2025","","MtsBankTest","MtsBankTest","checkZalogKredit"
"Проверка формы валидации данных о пользователе для кредита под залог","23118","test(String, String, String, String, Integer, Integer, Integer) [6] а а а, aa@a.ru, 123, 12.12.1984, 2, 1, 0","","Tue Jan 07 17:55:38 GMT 2025","passed","Tue Jan 07 17:56:01 GMT 2025","","MtsBankMobileTest","MtsBankMobileTest","test"
"Проверка формы валидации данных о пользователе для кредита под залог","16841","checkZalogKredit(String, String, String, String, Integer, Integer, Integer) [1] а а а, a@a.ru, 1231231233, 12.12.1984, 4, 1, 0","","Tue Jan 07 17:53:04 GMT 2025","failed","Tue Jan 07 17:53:21 GMT 2025","","MtsBankTest","MtsBankTest","checkZalogKredit"
"Проверка фильтров для статей","14725","blogTest(String) [3] Кредитование","","Tue Jan 07 17:56:28 GMT 2025","passed","Tue Jan 07 17:56:43 GMT 2025","","MtsBankMobileTest","MtsBankMobileTest","blogTest"
"Проверка формы валидации данных о пользователе для нового премиум клиента","15065","premiumTest(String, String, String, String, Integer) [7] eng lish, 11.11.1999, 123123123123, моск, 0","","Tue Jan 07 17:52:04 GMT 2025","passed","Tue Jan 07 17:52:19 GMT 2025","","MtsBankTest","MtsBankTest","premiumTest"
"Проверка формы валидации данных о пользователе для нового премиум клиента","13326","premiumTest(String, String, String, String, Integer) [5] аа аа, 11.11.1999, 123, моск, 2","","Tue Jan 07 17:51:36 GMT 2025","passed","Tue Jan 07 17:51:49 GMT 2025","","MtsBankTest","MtsBankTest","premiumTest"
"Проверка фильтров для статей","13238","blogTest(String) [9] Платежи и переводы","","Tue Jan 07 17:56:02 GMT 2025","passed","Tue Jan 07 17:56:15 GMT 2025","","MtsBankMobileTest","MtsBankMobileTest","blogTest"
"Проверка наличия модального окна для каждого из партнеров","26569","partnersTest()","","Tue Jan 07 17:52:55 GMT 2025","failed","Tue Jan 07 17:53:21 GMT 2025","","MtsBankTest","MtsBankTest","partnersTest"
"Проверка формы валидации данных о пользователе для нового премиум клиента","15221","premiumTest(String, String, String, String, Integer) [2] аа аа аа, 11.11.1999, 123123123123123, моск, 4","","Tue Jan 07 17:52:49 GMT 2025","passed","Tue Jan 07 17:53:04 GMT 2025","","MtsBankTest","MtsBankTest","premiumTest"
"Проверка фильтров для статей","12096","blogTest(String) [6] Ипотека","","Tue Jan 07 17:55:20 GMT 2025","passed","Tue Jan 07 17:55:33 GMT 2025","","MtsBankMobileTest","MtsBankMobileTest","blogTest"
